time_period;country;data_type;energy_category;energy_product_class;costumer;energy_GWh;electricity_price_eur/kWh;gas_price_eur/GJ
2011;Italy;Energy balance;Gross available energy;Total;;2019995650.0;;
2012;Italy;Energy balance;Gross available energy;Total;;1941141491.0;;
2013;Italy;Energy balance;Gross available energy;Total;;1867433470.0;;
2014;Italy;Energy balance;Gross available energy;Total;;1764952954.0;;
2015;Italy;Energy balance;Gross available energy;Total;;1833231634.0;;
2016;Italy;Energy balance;Gross available energy;Total;;1819982563.0;;
2017;Italy;Energy balance;Gross available energy;Total;;1881911580.0;;
2018;Italy;Energy balance;Gross available energy;Total;;1857437632.0;;
2019;Italy;Energy balance;Gross available energy;Total;;1838545276.0;;
2020;Italy;Energy balance;Gross available energy;Total;;1675125761.0;;
2021;Italy;Energy balance;Gross available energy;Total;;1821045948.0;;
2022;Italy;Energy balance;Gross available energy;Total;;1750674256.0;;
2000;Portugal;Energy balance;Gross available energy;Total;;302903625.0;;
2001;Portugal;Energy balance;Gross available energy;Total;;302718131.0;;
2002;Portugal;Energy balance;Gross available energy;Total;;315069522.0;;
2003;Portugal;Energy balance;Gross available energy;Total;;308066034.0;;
2004;Portugal;Energy balance;Gross available energy;Total;;318746257.0;;
2005;Portugal;Energy balance;Gross available energy;Total;;325819297.0;;
2006;Portugal;Energy balance;Gross available energy;Total;;311117344.0;;
2007;Portugal;Energy balance;Gross available energy;Total;;310424096.0;;
2008;Portugal;Energy balance;Gross available energy;Total;;303737693.0;;
2009;Portugal;Energy balance;Gross available energy;Total;;298351013.0;;
2010;Portugal;Energy balance;Gross available energy;Total;;288910327.0;;
2011;Portugal;Energy balance;Gross available energy;Total;;282943003.0;;
2012;Portugal;Energy balance;Gross available energy;Total;;267095609.0;;
2013;Portugal;Energy balance;Gross available energy;Total;;267957695.0;;
2014;Portugal;Energy balance;Gross available energy;Total;;271218258.0;;
2015;Portugal;Energy balance;Gross available energy;Total;;281797221.0;;
2016;Portugal;Energy balance;Gross available energy;Total;;282423862.0;;
2017;Portugal;Energy balance;Gross available energy;Total;;295633286.0;;
2018;Portugal;Energy balance;Gross available energy;Total;;288925243.0;;
2019;Portugal;Energy balance;Gross available energy;Total;;289097433.0;;
2020;Portugal;Energy balance;Gross available energy;Total;;256868162.0;;
2021;Portugal;Energy balance;Gross available energy;Total;;258224738.0;;
2022;Portugal;Energy balance;Gross available energy;Total;;270851632.0;;
2000;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;986547935.0;;
2001;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;1006049384.0;;
2002;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;978136203.0;;
2003;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;988434204.0;;
2004;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;993461517.0;;
2005;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;951816254.0;;
2006;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;1001874282.0;;
2007;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;1001448724.0;;
2008;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;931656150.0;;
2009;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;838192684.0;;
2010;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;919650714.0;;
2011;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;906743078.0;;
2012;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;929453701.0;;
2013;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;948555903.0;;
2014;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;925803274.0;;
2015;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;923593350.0;;
2016;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;897031618.0;;
2017;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;829317828.0;;
2018;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;811058673.0;;
2019;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;656688359.0;;
2020;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;519337671.0;;
2021;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;627036700.0;;
2022;Germany;Energy balance;Gross inland consumption;Solid fossil fuels;;645431970.0;;
2000;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;243536768.0;;
2001;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;222969845.0;;
2002;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;251230934.0;;
2003;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;234145597.0;;
2004;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;244848008.0;;
2005;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;238608311.0;;
2006;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;208306729.0;;
2007;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;233070911.0;;
2008;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;157082084.0;;
2009;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;112406597.0;;
2010;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;84679044.0;;
2011;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;147888678.0;;
2012;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;180482984.0;;
2013;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;133137057.0;;
2014;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;134537928.0;;
2015;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;157972575.0;;
2016;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;126022758.0;;
2017;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;150118819.0;;
2018;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;133999683.0;;
2019;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;58984402.0;;
2020;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;36051186.0;;
2021;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;36016382.0;;
2022;Spain;Energy balance;Gross inland consumption;Solid fossil fuels;;41783366.0;;
2000;France;Energy balance;Gross inland consumption;Solid fossil fuels;;173128194.0;;
2001;France;Energy balance;Gross inland consumption;Solid fossil fuels;;145249722.0;;
2002;France;Energy balance;Gross inland consumption;Solid fossil fuels;;156002639.0;;
2003;France;Energy balance;Gross inland consumption;Solid fossil fuels;;165450278.0;;
2004;France;Energy balance;Gross inland consumption;Solid fossil fuels;;159807083.0;;
2005;France;Energy balance;Gross inland consumption;Solid fossil fuels;;164620278.0;;
2006;France;Energy balance;Gross inland consumption;Solid fossil fuels;;151827222.0;;
2007;France;Energy balance;Gross inland consumption;Solid fossil fuels;;156947500.0;;
2008;France;Energy balance;Gross inland consumption;Solid fossil fuels;;148411111.0;;
2009;France;Energy balance;Gross inland consumption;Solid fossil fuels;;129288611.0;;
2010;France;Energy balance;Gross inland consumption;Solid fossil fuels;;139119444.0;;
2011;France;Energy balance;Gross inland consumption;Solid fossil fuels;;131177828.0;;
2012;France;Energy balance;Gross inland consumption;Solid fossil fuels;;145685346.0;;
2013;France;Energy balance;Gross inland consumption;Solid fossil fuels;;154036629.0;;
2014;France;Energy balance;Gross inland consumption;Solid fossil fuels;;114504883.0;;
2015;France;Energy balance;Gross inland consumption;Solid fossil fuels;;108470040.0;;
2016;France;Energy balance;Gross inland consumption;Solid fossil fuels;;105968360.0;;
2017;France;Energy balance;Gross inland consumption;Solid fossil fuels;;115387063.0;;
2018;France;Energy balance;Gross inland consumption;Solid fossil fuels;;106206598.0;;
2019;France;Energy balance;Gross inland consumption;Solid fossil fuels;;85231388.0;;
2020;France;Energy balance;Gross inland consumption;Solid fossil fuels;;61626136.0;;
2021;France;Energy balance;Gross inland consumption;Solid fossil fuels;;98406227.0;;
2022;France;Energy balance;Gross inland consumption;Solid fossil fuels;;86788336.0;;
2000;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;146073650.0;;
2001;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;155376711.0;;
2002;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;159679114.0;;
2003;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;173006980.0;;
2004;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;193008479.0;;
2005;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;191533537.0;;
2006;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;193911251.0;;
2007;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;189892568.0;;
2008;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;183735550.0;;
2009;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;143843744.0;;
2010;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;159028402.0;;
2011;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;178303879.0;;
2012;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;182761280.0;;
2013;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;157425781.0;;
2014;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;151874176.0;;
2015;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;143045278.0;;
2016;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;127732320.0;;
2017;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;108645096.0;;
2018;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;99298817.0;;
2019;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;75366699.0;;
2020;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;59249607.0;;
2021;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;64403831.0;;
2022;Italy;Energy balance;Gross inland consumption;Solid fossil fuels;;86184514.0;;
2000;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;44255106.0;;
2001;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;37123515.0;;
2002;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;40418980.0;;
2003;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;38152566.0;;
2004;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;39228287.0;;
2005;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;38949662.0;;
2006;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;38484687.0;;
2007;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;33576263.0;;
2008;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;29374551.0;;
2009;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;33275240.0;;
2010;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;19278166.0;;
2011;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;25683515.0;;
2012;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;34126501.0;;
2013;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;30821371.0;;
2014;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;31172993.0;;
2015;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;37893829.0;;
2016;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;33104183.0;;
2017;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;37531736.0;;
2018;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;31356869.0;;
2019;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;14515930.0;;
2020;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;6579493.0;;
2021;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;2274801.0;;
2022;Portugal;Energy balance;Gross inland consumption;Solid fossil fuels;;79041.0;;
2000;Germany;Energy balance;Gross inland consumption;Natural gas;;835652250.0;;
2001;Germany;Energy balance;Gross inland consumption;Natural gas;;879122750.0;;
2002;Germany;Energy balance;Gross inland consumption;Natural gas;;878887000.0;;
2003;Germany;Energy balance;Gross inland consumption;Natural gas;;882428060.0;;
2004;Germany;Energy balance;Gross inland consumption;Natural gas;;886036095.0;;
2005;Germany;Energy balance;Gross inland consumption;Natural gas;;904602487.0;;
2006;Germany;Energy balance;Gross inland consumption;Natural gas;;922210860.0;;
2007;Germany;Energy balance;Gross inland consumption;Natural gas;;889637246.0;;
2008;Germany;Energy balance;Gross inland consumption;Natural gas;;897393017.0;;
2009;Germany;Energy balance;Gross inland consumption;Natural gas;;845862517.0;;
2010;Germany;Energy balance;Gross inland consumption;Natural gas;;882768404.0;;
2011;Germany;Energy balance;Gross inland consumption;Natural gas;;809397822.0;;
2012;Germany;Energy balance;Gross inland consumption;Natural gas;;811995176.0;;
2013;Germany;Energy balance;Gross inland consumption;Natural gas;;850173228.0;;
2014;Germany;Energy balance;Gross inland consumption;Natural gas;;737041280.0;;
