time_period,geo_entity,category,energy_product_class,costumer,unit_of_measure,obs_value
2008,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,10183675515.000
2009,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9658533149.000
2010,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9752896114.000
2011,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9518568686.000
2012,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9530935383.000
2013,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9424434396.000
2014,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9371143554.000
2015,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9883733737.000
2016,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9994113560.000
2017,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,10118194984.000
2018,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9924387836.000
2019,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9938617015.000
2020,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,8778979809.000
2021,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9079052526.000
2022,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9524987251.000
2000,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1312643328.000
2001,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1331727017.000
2002,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1311746183.000
2003,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1373413872.000
2004,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1390835661.000
2005,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1434636448.000
2006,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1422037311.000
2007,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1385786477.000
2008,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1410510890.000
2009,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1307358646.000
2010,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1237155952.000
2011,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1254416442.000
2012,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1204409951.000
2013,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1181782209.000
2014,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1166312632.000
2015,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1200169101.000
2016,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1153907002.000
2017,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1172638932.000
2018,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1130753405.000
2019,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1108288578.000
2020,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,902448773.000
2021,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,936809813.000
2022,France,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,969015910.000
2000,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1276181173.000
2001,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1240777765.000
2002,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1249977683.000
2003,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1260247887.000
2004,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1254087489.000
2005,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1258897037.000
2006,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1242753430.000
2007,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1253121607.000
2008,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1182429444.000
2009,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1094935612.000
2010,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1126841835.000
2011,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1044464521.000
2012,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,993444850.000
2013,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,906725047.000
2014,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,828780089.000
2015,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,938838799.000
2016,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,951005640.000
2017,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,988096408.000
2018,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,947987673.000
2019,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,937295836.000
2020,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,764386574.000
2021,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,837093783.000
2022,Italy,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,910142814.000
2000,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,204896946.000
2001,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,213136446.000
2002,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,207409743.000
2003,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,211741618.000
2004,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,208952601.000
2005,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,227030182.000
2006,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,212737919.000
2007,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,197689117.000
2008,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,199529363.000
2009,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,180019228.000
2010,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,179079227.000
2011,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,175108895.000
2012,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,169253065.000
2013,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,188560402.000
2014,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,178040554.000
2015,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,210531531.000
2016,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,206674386.000
2017,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,214307057.000
2018,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,196262808.000
2019,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,191382721.000
2020,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,171046632.000
2021,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,170512971.000
2022,Portugal,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,179059616.000
2000,Germany,Imports,"Renewables and biofuels",NULL,GWh,0.000
2001,Germany,Imports,"Renewables and biofuels",NULL,GWh,0.000
2002,Germany,Imports,"Renewables and biofuels",NULL,GWh,0.000
2003,Germany,Imports,"Renewables and biofuels",NULL,GWh,5232387.000
2004,Germany,Imports,"Renewables and biofuels",NULL,GWh,6492086.000
2005,Germany,Imports,"Renewables and biofuels",NULL,GWh,12331959.000
2006,Germany,Imports,"Renewables and biofuels",NULL,GWh,20289363.000
2007,Germany,Imports,"Renewables and biofuels",NULL,GWh,21310817.000
2008,Germany,Imports,"Renewables and biofuels",NULL,GWh,19624667.000
2009,Germany,Imports,"Renewables and biofuels",NULL,GWh,19573419.000
2010,Germany,Imports,"Renewables and biofuels",NULL,GWh,25435301.000
2011,Germany,Imports,"Renewables and biofuels",NULL,GWh,27802489.000
2012,Germany,Imports,"Renewables and biofuels",NULL,GWh,24966996.000
2013,Germany,Imports,"Renewables and biofuels",NULL,GWh,27950282.000
2014,Germany,Imports,"Renewables and biofuels",NULL,GWh,27765916.000
2015,Germany,Imports,"Renewables and biofuels",NULL,GWh,26681893.000
2016,Germany,Imports,"Renewables and biofuels",NULL,GWh,24034888.000
2017,Germany,Imports,"Renewables and biofuels",NULL,GWh,24149955.000
2018,Germany,Imports,"Renewables and biofuels",NULL,GWh,30215835.000
2019,Germany,Imports,"Renewables and biofuels",NULL,GWh,27265823.000
2020,Germany,Imports,"Renewables and biofuels",NULL,GWh,40549489.000
2021,Germany,Imports,"Renewables and biofuels",NULL,GWh,32081248.000
2022,Germany,Imports,"Renewables and biofuels",NULL,GWh,32311615.000
2000,Spain,Imports,"Renewables and biofuels",NULL,GWh,0.000
2001,Spain,Imports,"Renewables and biofuels",NULL,GWh,0.000
2002,Spain,Imports,"Renewables and biofuels",NULL,GWh,0.000
2003,Spain,Imports,"Renewables and biofuels",NULL,GWh,0.000
2004,Spain,Imports,"Renewables and biofuels",NULL,GWh,0.000
2005,Spain,Imports,"Renewables and biofuels",NULL,GWh,0.000
2006,Spain,Imports,"Renewables and biofuels",NULL,GWh,0.000
2007,Spain,Imports,"Renewables and biofuels",NULL,GWh,1584667.000
2008,Spain,Imports,"Renewables and biofuels",NULL,GWh,3780378.000
2009,Spain,Imports,"Renewables and biofuels",NULL,GWh,5297124.000
2010,Spain,Imports,"Renewables and biofuels",NULL,GWh,9714152.000
2011,Spain,Imports,"Renewables and biofuels",NULL,GWh,16108501.000
2012,Spain,Imports,"Renewables and biofuels",NULL,GWh,22820943.000
2013,Spain,Imports,"Renewables and biofuels",NULL,GWh,12746386.000
2014,Spain,Imports,"Renewables and biofuels",NULL,GWh,15493674.000
2015,Spain,Imports,"Renewables and biofuels",NULL,GWh,6191732.000
2016,Spain,Imports,"Renewables and biofuels",NULL,GWh,8896211.000
2017,Spain,Imports,"Renewables and biofuels",NULL,GWh,10430898.000
2018,Spain,Imports,"Renewables and biofuels",NULL,GWh,19362773.000
2019,Spain,Imports,"Renewables and biofuels",NULL,GWh,19476804.000
2020,Spain,Imports,"Renewables and biofuels",NULL,GWh,14927577.000
2021,Spain,Imports,"Renewables and biofuels",NULL,GWh,19357604.000
2022,Spain,Imports,"Renewables and biofuels",NULL,GWh,18839645.000
2000,Europe,Imports,"Renewables and biofuels",NULL,GWh,9749494.000
2001,Europe,Imports,"Renewables and biofuels",NULL,GWh,11732339.000
2002,Europe,Imports,"Renewables and biofuels",NULL,GWh,15394008.000
2003,Europe,Imports,"Renewables and biofuels",NULL,GWh,22344449.000
2004,Europe,Imports,"Renewables and biofuels",NULL,GWh,28616991.000
2005,Europe,Imports,"Renewables and biofuels",NULL,GWh,43655750.000
2006,Europe,Imports,"Renewables and biofuels",NULL,GWh,62722809.000
2007,Europe,Imports,"Renewables and biofuels",NULL,GWh,72899461.000
2008,Europe,Imports,"Renewables and biofuels",NULL,GWh,84619708.000
2009,Europe,Imports,"Renewables and biofuels",NULL,GWh,98291095.000
2010,Europe,Imports,"Renewables and biofuels",NULL,GWh,126450938.000
2011,Europe,Imports,"Renewables and biofuels",NULL,GWh,149340759.000
2012,Europe,Imports,"Renewables and biofuels",NULL,GWh,156331633.000
2013,Europe,Imports,"Renewables and biofuels",NULL,GWh,154096543.000
2014,Europe,Imports,"Renewables and biofuels",NULL,GWh,175191254.000
2015,Europe,Imports,"Renewables and biofuels",NULL,GWh,164254614.000
2016,Europe,Imports,"Renewables and biofuels",NULL,GWh,175392261.000
2017,Europe,Imports,"Renewables and biofuels",NULL,GWh,189594209.000
2018,Europe,Imports,"Renewables and biofuels",NULL,GWh,218613003.000
2019,Europe,Imports,"Renewables and biofuels",NULL,GWh,224993429.000
2020,Europe,Imports,"Renewables and biofuels",NULL,GWh,243639663.000
2021,Europe,Imports,"Renewables and biofuels",NULL,GWh,264496450.000
2022,Europe,Imports,"Renewables and biofuels",NULL,GWh,249852070.000
2000,France,Imports,"Renewables and biofuels",NULL,GWh,86272.000
2001,France,Imports,"Renewables and biofuels",NULL,GWh,101534.000
2002,France,Imports,"Renewables and biofuels",NULL,GWh,0.000
2003,France,Imports,"Renewables and biofuels",NULL,GWh,0.000
2004,France,Imports,"Renewables and biofuels",NULL,GWh,0.000
2005,France,Imports,"Renewables and biofuels",NULL,GWh,144279.000
2006,France,Imports,"Renewables and biofuels",NULL,GWh,743947.000
2007,France,Imports,"Renewables and biofuels",NULL,GWh,3650903.000
2008,France,Imports,"Renewables and biofuels",NULL,GWh,4591724.000
2009,France,Imports,"Renewables and biofuels",NULL,GWh,4781728.000
2010,France,Imports,"Renewables and biofuels",NULL,GWh,4203985.000
2011,France,Imports,"Renewables and biofuels",NULL,GWh,7583491.000
2012,France,Imports,"Renewables and biofuels",NULL,GWh,6021278.000
2013,France,Imports,"Renewables and biofuels",NULL,GWh,8099921.000
2014,France,Imports,"Renewables and biofuels",NULL,GWh,11837382.000
2015,France,Imports,"Renewables and biofuels",NULL,GWh,11404347.000
2016,France,Imports,"Renewables and biofuels",NULL,GWh,15571735.000
2017,France,Imports,"Renewables and biofuels",NULL,GWh,19512296.000
2018,France,Imports,"Renewables and biofuels",NULL,GWh,20470384.000
2019,France,Imports,"Renewables and biofuels",NULL,GWh,22988570.000
2020,France,Imports,"Renewables and biofuels",NULL,GWh,17661986.000
2021,France,Imports,"Renewables and biofuels",NULL,GWh,25503245.000
2022,France,Imports,"Renewables and biofuels",NULL,GWh,27716329.000
2000,Italy,Imports,"Renewables and biofuels",NULL,GWh,6017833.000
2001,Italy,Imports,"Renewables and biofuels",NULL,GWh,6611000.000
2002,Italy,Imports,"Renewables and biofuels",NULL,GWh,8282444.000
2003,Italy,Imports,"Renewables and biofuels",NULL,GWh,9077444.000
2004,Italy,Imports,"Renewables and biofuels",NULL,GWh,8960222.000
2005,Italy,Imports,"Renewables and biofuels",NULL,GWh,9051667.000
2006,Italy,Imports,"Renewables and biofuels",NULL,GWh,13120111.000
2007,Italy,Imports,"Renewables and biofuels",NULL,GWh,11569778.000
2008,Italy,Imports,"Renewables and biofuels",NULL,GWh,12432540.000
2009,Italy,Imports,"Renewables and biofuels",NULL,GWh,20978160.000
2010,Italy,Imports,"Renewables and biofuels",NULL,GWh,30233513.000
2011,Italy,Imports,"Renewables and biofuels",NULL,GWh,34384125.000
2012,Italy,Imports,"Renewables and biofuels",NULL,GWh,32641072.000
2013,Italy,Imports,"Renewables and biofuels",NULL,GWh,34597793.000
2014,Italy,Imports,"Renewables and biofuels",NULL,GWh,34813657.000
2015,Italy,Imports,"Renewables and biofuels",NULL,GWh,32626669.000
2016,Italy,Imports,"Renewables and biofuels",NULL,GWh,31165069.000
2017,Italy,Imports,"Renewables and biofuels",NULL,GWh,30741255.000
2018,Italy,Imports,"Renewables and biofuels",NULL,GWh,33868739.000
2019,Italy,Imports,"Renewables and biofuels",NULL,GWh,31851246.000
2020,Italy,Imports,"Renewables and biofuels",NULL,GWh,30894282.000
2021,Italy,Imports,"Renewables and biofuels",NULL,GWh,33362763.000
2022,Italy,Imports,"Renewables and biofuels",NULL,GWh,30670881.000
2000,Portugal,Imports,"Renewables and biofuels",NULL,GWh,0.000
2001,Portugal,Imports,"Renewables and biofuels",NULL,GWh,0.000
2002,Portugal,Imports,"Renewables and biofuels",NULL,GWh,0.000
2003,Portugal,Imports,"Renewables and biofuels",NULL,GWh,0.000
2004,Portugal,Imports,"Renewables and biofuels",NULL,GWh,0.000
2005,Portugal,Imports,"Renewables and biofuels",NULL,GWh,0.000
2006,Portugal,Imports,"Renewables and biofuels",NULL,GWh,0.000
2007,Portugal,Imports,"Renewables and biofuels",NULL,GWh,0.000
2008,Portugal,Imports,"Renewables and biofuels",NULL,GWh,0.000
2009,Portugal,Imports,"Renewables and biofuels",NULL,GWh,143303.000
2010,Portugal,Imports,"Renewables and biofuels",NULL,GWh,522782.000
2011,Portugal,Imports,"Renewables and biofuels",NULL,GWh,269167.000
2012,Portugal,Imports,"Renewables and biofuels",NULL,GWh,756806.000
2013,Portugal,Imports,"Renewables and biofuels",NULL,GWh,832013.000
2014,Portugal,Imports,"Renewables and biofuels",NULL,GWh,829583.000
2015,Portugal,Imports,"Renewables and biofuels",NULL,GWh,1676321.000
2016,Portugal,Imports,"Renewables and biofuels",NULL,GWh,1487308.000
2017,Portugal,Imports,"Renewables and biofuels",NULL,GWh,777216.000
2018,Portugal,Imports,"Renewables and biofuels",NULL,GWh,1033208.000
2019,Portugal,Imports,"Renewables and biofuels",NULL,GWh,818501.000
2020,Portugal,Imports,"Renewables and biofuels",NULL,GWh,1075001.000
2021,Portugal,Imports,"Renewables and biofuels",NULL,GWh,2300371.000
2022,Portugal,Imports,"Renewables and biofuels",NULL,GWh,2542494.000
2000,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2001,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2002,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2003,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2004,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2005,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2006,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2007,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2008,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2009,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2010,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2011,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2012,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2013,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2014,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2015,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2016,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2017,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2018,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2019,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2020,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2021,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2022,Germany,Imports,"Solar photovoltaic",NULL,GWh,NULL
2000,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2001,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2002,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2003,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2004,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2005,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2006,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2007,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2008,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2009,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2010,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2011,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2012,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2013,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2014,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2015,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2016,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2017,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2018,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2019,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2020,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2021,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
2022,Spain,Imports,"Solar photovoltaic",NULL,GWh,NULL
